EmployeeID,Age,Gender,JobRole,TenureYears,WorkHoursPerWeek,WFH_percent,SleepHours,OvertimeHours,MeetingsPerDay,BreaksPerDay,ManagerRating,StressScore,ProductivityScore,BurnoutRisk,WorkloadIndex,ProductivityBand,WFHCategory,AgeGroup
400,49,F,Product Manager,8.9,30.7,81.3,3.0,7.5,7,0,3.0,55.5,76.0,Medium,38.2,high,high WFH,41-50
401,24,M,Team Lead,10.5,56.3,52.5,6.5,17.2,6,3,2.4,57.4,49.3,Low,73.5,medium,medium WFH,21-30
402,31,Male,HR Manager,7.7,54.2,88.4,7.0,28.3,8,4,4.6,13.6,56.2,Low,82.5,medium,high WFH,31-40
403,35,Male,Team Lead,3.5,50.2,93.3,8.1,21.7,9,1,3.6,84.3,32.6,Low,71.9,low,high WFH,31-40
404,45,Male,Product Manager,13.7,51.2,85.9,7.0,20.7,3,2,4.4,54.5,74.6,High,71.9,high,high WFH,41-50
405,45,Female,Product Manager,9.2,48.7,69.3,8.7,29.0,3,0,3.0,41.2,80.1,Medium,77.7,high,high WFH,41-50
406,40,F,Product Manager,3.7,56.3,17.0,4.4,24.0,6,1,1.6,38.7,34.5,Medium,80.3,low,low WFH,31-40
407,58,Female,HR Manager,10.4,25.1,27.2,9.7,4.1,0,0,2.3,87.5,23.6,Low,29.200000000000003,low,medium WFH,51-60
408,55,Male,Data Analyst,9.0,39.3,21.3,7.6,10.4,9,1,2.8,27.7,26.5,Medium,49.699999999999996,low,medium WFH,51-60
409,52,Male,QA Tester,7.5,53.5,60.4,7.7,29.0,8,2,3.1,24.4,72.6,Low,82.5,high,high WFH,51-60
410,49,Male,Software Engineer,14.6,64.7,50.4,4.7,14.7,1,0,3.0,29.2,30.8,Low,79.4,low,medium WFH,41-50
411,56,Other,Team Lead,10.3,34.6,86.7,3.6,3.3,0,2,3.2,66.3,59.5,Low,37.9,medium,high WFH,51-60
412,42,Male,HR Manager,5.6,55.1,52.5,6.7,13.8,6,0,4.4,83.0,32.2,Low,68.9,low,medium WFH,41-50
413,29,Male,Support Engineer,7.7,64.3,40.5,7.9,20.9,5,1,1.7,39.8,33.6,Medium,85.19999999999999,low,medium WFH,21-30
414,24,F,Software Engineer,13.3,49.5,50.6,3.8,29.9,2,4,2.3,25.6,20.3,Low,79.4,low,medium WFH,21-30
415,55,Other,Data Analyst,1.9,26.5,97.2,7.0,9.7,0,4,4.6,28.8,45.7,High,36.2,medium,high WFH,51-60
416,53,M,HR Manager,3.0,49.7,27.6,10.8,15.4,4,3,3.2,65.7,27.2,Low,65.10000000000001,low,medium WFH,51-60
417,50,Female,Business Analyst,3.2,51.2,79.2,7.0,26.4,9,3,3.3,32.1,51.5,Medium,77.6,medium,high WFH,41-50
418,29,Female,Business Analyst,10.4,76.1,22.5,10.6,10.7,3,5,3.0,89.0,67.8,Low,86.8,medium,medium WFH,21-30
419,38,M,QA Tester,9.0,31.9,68.1,4.4,3.3,4,2,3.2,19.4,49.4,Low,35.199999999999996,medium,high WFH,31-40
420,51,F,QA Tester,9.3,60.9,25.4,3.2,28.5,0,0,1.8,12.9,76.4,High,89.4,high,medium WFH,51-60
421,20,M,Data Analyst,14.1,27.9,88.4,3.3,14.7,0,3,3.2,18.0,79.3,High,42.599999999999994,high,high WFH,
422,24,F,Data Analyst,11.6,49.5,56.1,7.0,15.1,4,1,5.0,86.1,75.7,Medium,64.6,high,medium WFH,21-30
423,23,M,QA Tester,1.9,55.5,18.6,3.5,18.6,5,4,3.3,68.6,94.9,High,74.1,high,low WFH,21-30
424,35,Male,Team Lead,5.2,41.4,22.4,10.7,0.1,4,0,1.2,96.2,39.0,High,41.5,low,medium WFH,31-40
425,43,Male,Team Lead,7.7,50.0,49.4,4.1,27.9,1,5,4.2,40.3,35.2,Medium,77.9,low,medium WFH,41-50
426,35,Female,HR Manager,7.7,51.2,96.2,5.4,10.8,8,4,2.6,29.1,68.8,High,62.0,medium,high WFH,31-40
427,21,M,Support Engineer,10.0,41.7,52.5,9.6,11.9,4,0,1.6,60.6,67.6,Low,53.6,medium,medium WFH,21-30
428,47,M,HR Manager,13.4,59.2,48.8,4.7,5.2,4,3,4.5,58.4,60.8,Medium,64.4,medium,medium WFH,41-50
429,51,Other,Support Engineer,4.6,41.6,33.8,4.9,11.3,9,3,1.8,63.2,20.3,Medium,52.900000000000006,low,medium WFH,51-60
430,46,Female,Data Analyst,8.3,74.5,54.9,8.1,15.1,8,2,4.7,41.3,64.4,Low,89.6,medium,medium WFH,41-50
431,39,Other,Software Engineer,11.8,59.6,74.8,5.2,24.0,2,5,2.8,10.5,94.6,High,83.6,high,high WFH,31-40
432,43,Female,HR Manager,6.2,49.1,78.4,4.7,28.1,4,0,4.0,13.2,46.8,Low,77.2,medium,high WFH,41-50
433,31,Other,HR Manager,2.5,27.1,32.5,5.0,12.1,4,5,3.2,69.7,97.4,High,39.2,high,medium WFH,31-40
434,54,M,Support Engineer,7.1,52.5,72.1,6.9,21.3,1,1,2.0,57.1,48.5,Low,73.8,medium,high WFH,51-60
435,52,M,Product Manager,0.8,67.1,65.8,10.7,15.2,3,5,3.7,83.9,31.2,Low,82.3,low,high WFH,51-60
436,52,Male,Data Analyst,14.1,39.6,95.9,9.7,24.1,1,3,4.8,37.0,51.9,Low,63.7,medium,high WFH,51-60
437,56,Other,Data Analyst,1.1,69.4,93.1,5.3,21.4,4,2,4.1,83.4,59.6,High,90.80000000000001,medium,high WFH,51-60
438,31,F,Business Analyst,6.6,38.8,78.9,5.9,11.0,9,3,3.4,48.3,70.4,Low,49.8,high,high WFH,31-40
439,22,Male,Product Manager,7.9,70.3,72.3,6.7,10.1,1,4,5.0,18.7,60.4,Medium,80.39999999999999,medium,high WFH,21-30
440,20,Other,Support Engineer,14.8,29.7,27.4,10.8,7.6,9,3,2.1,98.0,62.9,Medium,37.3,medium,medium WFH,
441,52,Other,Data Analyst,2.5,72.6,84.6,4.4,17.3,8,0,1.2,56.1,21.9,Low,89.89999999999999,low,high WFH,51-60
442,59,Male,Product Manager,1.7,52.5,42.8,5.9,28.9,9,2,1.1,66.7,40.3,High,81.4,medium,medium WFH,51-60
443,29,M,QA Tester,0.1,41.3,27.2,7.0,6.0,5,0,3.8,70.4,44.9,Low,47.3,medium,medium WFH,21-30
444,48,Other,Product Manager,2.3,39.6,38.4,10.7,2.9,7,1,4.3,42.6,99.0,Medium,42.5,high,medium WFH,41-50
445,32,M,Team Lead,3.1,48.8,83.6,4.2,3.6,8,1,3.5,77.3,43.6,Medium,52.4,medium,high WFH,31-40
446,31,Male,Business Analyst,9.5,79.9,14.9,4.8,23.5,7,3,3.0,88.3,91.7,Low,103.4,high,low WFH,31-40
447,50,M,QA Tester,3.3,37.1,45.6,4.8,10.5,4,2,3.8,44.8,44.4,Low,47.6,medium,medium WFH,41-50
448,21,Female,Software Engineer,0.3,30.7,49.2,3.2,6.7,4,5,2.5,69.1,27.7,Medium,37.4,low,medium WFH,21-30
449,54,F,HR Manager,12.4,57.2,3.7,7.8,10.6,5,2,1.7,78.1,39.8,High,67.8,low,low WFH,51-60
450,42,Male,Business Analyst,7.7,51.9,19.6,7.0,19.4,0,2,4.7,27.1,41.8,Low,71.3,medium,low WFH,41-50
451,36,F,Software Engineer,5.3,51.2,82.7,7.8,16.4,7,2,3.0,39.9,98.3,Low,67.6,high,high WFH,31-40
452,45,M,HR Manager,4.5,61.7,83.1,3.6,15.1,1,3,3.2,19.8,73.9,High,76.8,high,high WFH,41-50
453,27,Other,Team Lead,14.6,39.7,29.2,3.6,10.2,5,0,2.3,64.2,94.5,Low,49.900000000000006,high,medium WFH,21-30
454,48,M,Product Manager,2.6,75.1,87.5,4.7,13.6,8,3,2.1,82.1,86.8,Medium,88.69999999999999,high,high WFH,41-50
455,45,Female,Data Analyst,13.5,49.0,77.2,7.0,3.1,2,5,3.6,65.0,66.3,Medium,52.1,medium,high WFH,41-50
456,29,Male,QA Tester,11.7,32.1,41.8,9.3,2.2,1,0,1.9,26.2,74.0,Low,34.300000000000004,high,medium WFH,21-30
457,45,Other,Support Engineer,7.7,65.8,74.8,4.3,13.9,9,5,4.7,59.2,70.0,Medium,79.7,medium,high WFH,41-50
458,53,Female,QA Tester,14.8,60.4,96.1,3.4,9.0,4,4,2.6,85.1,73.3,High,69.4,high,high WFH,51-60
459,26,Female,Team Lead,4.1,42.4,45.9,6.2,18.4,8,4,3.0,37.2,41.2,Medium,60.8,medium,medium WFH,21-30
460,23,Other,Software Engineer,1.5,59.2,23.8,6.3,1.3,5,0,3.9,84.9,52.7,Medium,60.5,medium,medium WFH,21-30
461,30,M,Support Engineer,12.4,37.1,94.2,6.6,3.7,7,3,3.7,80.6,67.4,Medium,40.800000000000004,medium,high WFH,21-30
462,48,Female,Data Analyst,10.6,49.5,60.4,9.6,15.1,7,5,4.6,12.0,22.9,Medium,64.6,low,high WFH,41-50
463,55,F,Team Lead,9.3,74.5,10.5,3.8,17.0,6,5,1.9,31.6,58.6,Low,91.5,medium,low WFH,51-60
464,44,Female,Support Engineer,2.3,32.3,57.3,8.6,21.4,4,1,1.3,58.9,88.8,Medium,53.699999999999996,high,medium WFH,41-50
465,40,M,Team Lead,7.2,46.3,50.1,5.7,25.3,1,5,1.2,74.6,59.4,Low,71.6,medium,medium WFH,31-40
466,55,M,Product Manager,11.7,70.2,52.5,5.5,13.9,9,3,4.5,89.2,64.2,Low,84.10000000000001,medium,medium WFH,51-60
467,29,F,Team Lead,4.6,78.3,53.1,10.5,22.8,9,1,3.0,67.7,36.2,High,101.1,low,medium WFH,21-30
468,56,Female,Data Analyst,4.7,51.2,25.5,7.0,15.7,4,3,2.2,44.2,83.5,Medium,66.9,high,medium WFH,51-60
469,28,M,Business Analyst,0.0,52.9,67.6,8.1,6.7,6,2,3.8,26.6,48.7,High,59.6,medium,high WFH,21-30
470,43,Other,HR Manager,2.6,56.5,54.3,5.2,10.1,6,5,1.0,78.4,96.5,Low,66.6,high,medium WFH,41-50
471,54,Male,Support Engineer,13.1,51.2,23.3,7.0,14.7,1,2,1.8,28.6,99.5,High,65.9,high,medium WFH,51-60
472,54,Male,Product Manager,7.7,72.2,57.4,9.3,9.5,6,4,3.0,72.6,93.3,Medium,81.7,high,medium WFH,51-60
473,55,Male,Data Analyst,14.8,34.4,82.2,10.1,10.1,5,4,1.3,26.3,26.8,High,44.5,low,high WFH,51-60
474,37,Female,Team Lead,5.9,49.0,2.9,7.0,10.1,6,0,2.9,18.2,46.7,High,59.1,medium,low WFH,31-40
475,58,F,Product Manager,10.7,50.5,63.1,7.7,3.7,7,5,3.7,32.6,95.6,High,54.2,high,high WFH,51-60
476,51,M,Data Analyst,4.2,68.4,35.0,5.0,2.5,3,1,4.1,35.6,84.4,High,70.9,high,medium WFH,51-60
477,43,Other,Business Analyst,5.5,58.2,29.3,8.3,1.4,0,2,2.8,68.2,92.9,Low,59.6,high,medium WFH,41-50
478,42,Other,Product Manager,7.7,61.0,39.3,8.7,3.3,7,3,3.5,24.5,65.8,Medium,64.3,medium,medium WFH,41-50
479,51,Female,Product Manager,5.2,79.9,52.5,3.1,10.3,7,5,3.2,93.7,58.4,Low,90.2,medium,medium WFH,51-60
480,56,Male,HR Manager,7.7,29.1,83.2,6.5,17.8,2,0,1.2,59.9,28.5,Medium,46.900000000000006,low,high WFH,51-60
481,31,Female,QA Tester,14.9,37.3,27.5,9.7,5.6,2,3,3.0,54.2,87.2,High,42.9,high,medium WFH,31-40
482,32,F,Support Engineer,7.7,47.4,73.3,6.9,26.6,4,2,1.7,49.1,79.6,Low,74.0,high,high WFH,31-40
483,42,F,HR Manager,3.0,44.1,9.4,5.5,24.3,2,5,3.0,61.0,24.7,Medium,68.4,low,low WFH,41-50
484,44,M,Software Engineer,0.7,26.2,95.1,10.0,15.6,4,2,2.8,12.0,36.8,Medium,41.8,low,high WFH,41-50
485,54,Male,Support Engineer,1.9,30.0,62.2,4.2,21.7,7,5,4.5,99.1,64.6,Low,51.7,medium,high WFH,51-60
486,49,F,HR Manager,8.4,62.5,70.7,4.7,11.0,0,5,1.6,60.2,74.8,Low,73.5,high,high WFH,41-50
487,36,F,Team Lead,7.7,73.4,29.8,8.5,1.1,1,2,1.1,13.2,31.0,Low,74.5,low,medium WFH,31-40
488,39,F,Support Engineer,14.1,53.3,41.2,5.8,27.1,1,2,1.4,63.1,39.6,Low,80.4,low,medium WFH,31-40
489,44,Female,Support Engineer,0.2,54.7,22.4,8.7,3.8,3,3,2.5,49.3,35.4,Medium,58.5,low,medium WFH,41-50
490,41,F,Data Analyst,7.8,51.2,93.3,4.3,28.4,8,0,3.3,12.2,37.6,Medium,79.6,low,high WFH,41-50
491,32,Other,Team Lead,7.1,67.2,48.8,5.0,17.2,1,2,1.8,93.2,93.7,Low,84.4,high,medium WFH,31-40
492,38,Male,Software Engineer,9.8,66.3,63.0,4.3,9.2,8,4,4.2,11.0,77.3,High,75.5,high,high WFH,31-40
493,55,F,QA Tester,8.4,57.4,73.4,10.6,14.9,6,0,4.0,62.0,79.0,Medium,72.3,high,high WFH,51-60
494,31,Male,Product Manager,10.3,36.7,37.1,6.2,15.0,9,4,3.8,96.6,83.5,Medium,51.7,high,medium WFH,31-40
495,38,Female,Business Analyst,9.9,30.3,72.0,5.7,0.7,7,3,2.9,31.4,48.5,Low,31.0,medium,high WFH,31-40
496,31,Male,HR Manager,1.8,28.5,67.6,7.0,10.7,0,2,2.5,32.9,81.4,Medium,39.2,high,high WFH,31-40
497,28,Female,Data Analyst,12.0,57.6,52.5,4.2,22.2,4,0,2.5,10.0,98.3,Low,79.8,high,medium WFH,21-30
498,26,Other,HR Manager,1.8,70.4,48.9,6.4,15.1,8,2,3.0,16.0,75.9,Medium,85.5,high,medium WFH,21-30
499,47,Female,Software Engineer,10.5,72.2,38.3,3.5,7.3,3,5,1.3,14.0,53.3,Medium,79.5,medium,medium WFH,41-50
500,33,Female,Product Manager,7.7,50.5,22.2,7.1,10.1,1,2,3.7,84.0,77.3,Low,60.6,high,medium WFH,31-40
501,50,M,Software Engineer,7.7,68.1,82.5,6.6,25.9,5,0,2.4,85.3,92.1,High,94.0,high,high WFH,41-50
502,38,F,Support Engineer,13.5,77.1,60.8,9.1,15.8,1,2,1.9,75.4,30.3,Medium,92.89999999999999,low,high WFH,31-40
503,35,F,Business Analyst,13.3,40.1,44.4,8.3,15.9,2,2,2.1,41.7,41.2,Low,56.0,medium,medium WFH,31-40
504,24,Other,Software Engineer,12.3,46.9,94.4,6.6,28.8,7,1,1.7,83.9,93.5,High,75.7,high,high WFH,21-30
505,54,Other,HR Manager,7.7,76.2,4.8,4.8,9.6,2,1,4.6,58.6,95.7,Low,85.8,high,low WFH,51-60
506,31,F,Team Lead,11.0,43.6,85.0,8.8,14.4,1,0,1.7,37.4,58.7,Medium,58.0,medium,high WFH,31-40
507,44,M,Team Lead,7.7,75.3,99.8,8.7,24.4,5,0,4.5,49.4,50.0,Medium,99.69999999999999,medium,high WFH,41-50
508,40,F,Support Engineer,13.0,79.0,52.5,7.0,22.8,2,5,3.3,15.9,42.6,Low,101.8,medium,medium WFH,31-40
509,55,M,QA Tester,6.0,61.4,81.0,10.3,8.0,0,5,4.5,95.0,59.9,High,69.4,medium,high WFH,51-60
510,42,Other,HR Manager,14.6,51.2,52.5,3.5,4.5,2,2,2.9,65.7,94.8,Medium,55.7,high,medium WFH,41-50
511,35,Male,HR Manager,14.0,66.2,23.1,3.4,21.0,5,4,4.7,75.8,32.0,Low,87.2,low,medium WFH,31-40
512,58,Other,Software Engineer,7.7,63.5,73.5,7.0,7.7,2,0,1.8,70.9,53.6,High,71.2,medium,high WFH,51-60
513,58,Other,Business Analyst,4.2,41.9,52.5,10.3,27.7,8,2,3.2,70.1,92.9,Medium,69.6,high,medium WFH,51-60
514,33,Female,HR Manager,2.0,28.1,17.6,7.2,3.9,6,4,1.5,11.6,47.9,Medium,32.0,medium,low WFH,31-40
515,50,Female,Data Analyst,12.8,43.9,78.7,9.3,9.5,4,1,2.8,57.3,81.4,High,53.4,high,high WFH,41-50
516,24,Female,QA Tester,2.5,61.7,31.3,4.8,1.6,1,5,3.3,84.0,51.1,Low,63.300000000000004,medium,medium WFH,21-30
517,54,Female,Software Engineer,12.8,30.6,91.4,6.9,21.1,8,0,3.4,14.0,84.4,Low,51.7,high,high WFH,51-60
518,42,M,Data Analyst,7.4,25.7,84.1,5.9,26.7,4,2,2.5,96.1,98.5,Low,52.4,high,high WFH,41-50
519,48,F,Support Engineer,6.1,32.7,84.8,9.6,19.1,6,1,1.3,48.2,51.0,High,51.800000000000004,medium,high WFH,41-50
520,30,Male,Team Lead,13.5,64.4,52.5,3.2,28.1,8,3,3.6,36.1,87.6,Low,92.5,high,medium WFH,21-30
521,37,Other,Support Engineer,9.1,78.5,88.1,7.0,3.9,3,1,3.0,57.9,99.1,Low,82.4,high,high WFH,31-40
522,31,M,Team Lead,8.6,79.1,80.6,4.2,2.6,8,2,1.5,82.1,98.7,Low,81.69999999999999,high,high WFH,31-40
523,28,Male,Support Engineer,7.7,52.2,60.3,9.9,25.2,0,5,4.7,52.7,54.7,Low,77.4,medium,high WFH,21-30
524,29,M,HR Manager,5.6,72.8,29.6,6.7,25.7,5,4,4.8,68.1,58.9,Medium,98.5,medium,medium WFH,21-30
525,36,Male,Data Analyst,11.8,65.5,88.8,6.2,24.9,1,3,4.4,55.0,44.3,High,90.4,medium,high WFH,31-40
526,57,Other,Team Lead,3.8,51.2,84.1,6.6,24.0,7,3,4.4,66.8,45.1,Low,75.2,medium,high WFH,51-60
527,26,F,Software Engineer,14.1,56.5,47.3,10.8,10.9,4,5,1.4,22.4,59.4,Low,67.4,medium,medium WFH,21-30
528,32,Female,Data Analyst,13.4,32.5,3.9,9.8,6.5,2,3,5.0,13.5,36.0,Medium,39.0,low,low WFH,31-40
529,59,F,Software Engineer,5.1,76.6,63.9,8.7,27.9,1,0,2.6,22.3,76.9,Low,104.5,high,high WFH,51-60
530,28,Other,Data Analyst,10.9,44.4,5.1,5.3,9.2,7,2,1.7,35.7,62.9,High,53.599999999999994,medium,low WFH,21-30
531,46,Other,Data Analyst,8.6,49.5,92.6,4.3,12.0,6,3,4.2,32.8,91.8,Medium,61.5,high,high WFH,41-50
532,21,Other,Support Engineer,5.1,61.9,96.2,10.4,21.0,8,1,1.9,65.4,84.8,Low,82.9,high,high WFH,21-30
533,24,Male,Team Lead,14.8,43.4,18.9,6.4,8.8,7,4,3.1,51.0,45.8,High,52.2,medium,low WFH,21-30
534,48,F,Team Lead,0.4,39.0,67.6,7.0,24.6,3,2,1.5,13.5,60.5,Low,63.6,medium,high WFH,41-50
535,56,F,Business Analyst,3.8,59.7,9.2,6.8,2.1,1,5,2.9,13.1,80.0,Low,61.800000000000004,high,low WFH,51-60
536,57,M,Data Analyst,7.8,26.4,73.0,10.3,23.7,1,1,3.2,18.2,35.5,Low,50.099999999999994,low,high WFH,51-60
537,38,M,HR Manager,7.8,64.6,34.7,7.0,18.1,1,0,2.8,41.8,22.5,High,82.69999999999999,low,medium WFH,31-40
538,27,M,HR Manager,8.8,53.3,68.1,7.5,17.2,5,3,1.3,10.6,88.2,Medium,70.5,high,high WFH,21-30
539,20,Other,Software Engineer,11.3,58.3,37.3,9.4,15.1,6,1,3.0,54.5,31.0,Low,73.39999999999999,low,medium WFH,
540,41,F,Software Engineer,7.7,51.2,14.6,6.4,8.3,5,2,2.9,42.5,91.2,High,59.5,high,low WFH,41-50
541,36,Other,Support Engineer,9.0,54.0,40.6,7.0,13.9,1,1,2.0,60.0,93.1,Medium,67.9,high,medium WFH,31-40
542,26,Male,Data Analyst,0.8,57.0,11.3,11.0,15.1,3,0,4.7,74.9,56.9,Low,72.1,medium,low WFH,21-30
543,44,M,Software Engineer,5.6,62.6,57.7,10.7,17.5,2,4,2.7,32.6,84.5,Medium,80.1,high,medium WFH,41-50
544,23,Other,Software Engineer,3.5,66.4,4.1,9.7,8.4,3,3,4.5,24.1,49.1,Medium,74.80000000000001,medium,low WFH,21-30
545,55,Other,QA Tester,7.7,65.0,52.7,8.5,2.3,4,2,1.4,35.0,88.7,Medium,67.3,high,medium WFH,51-60
546,25,Male,Data Analyst,8.3,72.8,88.6,5.4,4.4,6,3,2.3,10.2,86.0,Low,77.2,high,high WFH,21-30
547,50,Male,Product Manager,7.7,35.4,83.8,10.3,21.0,8,3,1.7,20.8,26.3,Low,56.4,low,high WFH,41-50
548,38,F,Support Engineer,4.4,51.2,88.3,5.2,0.7,1,5,2.6,77.6,66.6,Medium,51.900000000000006,medium,high WFH,31-40
549,58,Female,Software Engineer,3.6,77.1,92.2,9.4,25.7,7,3,3.0,30.1,71.2,High,102.8,high,high WFH,51-60
550,46,M,Support Engineer,14.2,46.8,10.5,10.3,20.8,2,1,2.8,99.5,20.1,Medium,67.6,low,low WFH,41-50
551,29,Other,Team Lead,14.2,31.9,12.9,7.8,23.0,8,1,2.4,25.1,98.4,High,54.9,high,low WFH,21-30
552,45,Male,Support Engineer,9.1,53.9,55.7,9.4,25.1,9,4,1.9,81.0,52.5,Medium,79.0,medium,medium WFH,41-50
553,38,Male,Product Manager,13.9,31.0,89.4,9.3,3.7,3,0,3.6,73.5,61.4,High,34.7,medium,high WFH,31-40
554,58,F,HR Manager,11.8,36.2,97.4,4.5,24.7,2,2,4.8,39.0,35.6,Low,60.900000000000006,low,high WFH,51-60
555,22,Female,Product Manager,8.8,79.9,4.6,8.3,15.1,9,1,1.8,39.8,68.9,Low,95.0,medium,low WFH,21-30
556,32,F,HR Manager,0.1,54.8,35.6,3.7,26.6,5,3,3.8,60.7,84.8,Medium,81.4,high,medium WFH,31-40
557,47,Other,Support Engineer,11.6,40.6,21.3,7.1,15.1,9,0,4.0,86.7,66.9,Low,55.7,medium,medium WFH,41-50
558,39,F,HR Manager,10.5,79.7,75.6,4.3,0.7,8,2,3.0,44.8,83.0,Medium,80.4,high,high WFH,31-40
559,47,Male,Team Lead,9.2,78.2,64.0,6.3,11.5,6,2,4.6,15.5,78.5,High,89.7,high,high WFH,41-50
560,27,Male,Data Analyst,11.4,49.2,12.0,9.7,15.8,3,2,4.9,43.7,39.0,Low,65.0,low,low WFH,21-30
561,58,M,HR Manager,7.7,39.3,48.4,10.9,20.4,2,2,2.4,28.7,54.9,High,59.699999999999996,medium,medium WFH,51-60
562,20,M,HR Manager,10.6,71.1,68.5,5.5,8.6,9,4,3.6,94.5,31.9,Medium,79.69999999999999,low,high WFH,
563,22,Other,Support Engineer,14.0,64.4,77.9,7.3,7.6,3,2,3.6,72.8,23.4,Medium,72.0,low,high WFH,21-30
564,32,Female,Team Lead,5.6,62.8,2.0,7.1,15.1,2,0,2.6,14.6,25.0,Medium,77.89999999999999,low,low WFH,31-40
565,47,F,Business Analyst,10.6,74.1,89.0,10.6,15.1,2,1,2.3,36.4,95.4,Low,89.19999999999999,high,high WFH,41-50
566,44,Other,Business Analyst,7.1,62.9,56.9,6.8,15.1,8,0,4.7,14.5,98.8,Low,78.0,high,medium WFH,41-50
567,52,M,Business Analyst,10.1,40.6,81.2,8.6,22.9,3,3,4.2,84.7,27.6,Medium,63.5,low,high WFH,51-60
568,57,F,Business Analyst,11.4,63.2,80.8,10.4,12.9,8,5,1.5,91.6,46.8,High,76.10000000000001,medium,high WFH,51-60
569,25,M,Data Analyst,0.7,41.8,19.0,6.0,1.6,9,4,1.5,20.1,29.2,Medium,43.4,low,low WFH,21-30
570,51,F,Product Manager,9.7,66.8,11.0,10.2,5.1,4,4,4.7,49.6,86.7,Low,71.89999999999999,high,low WFH,51-60
571,40,Female,Support Engineer,3.4,51.2,72.1,10.3,13.7,6,3,3.0,93.9,59.7,Low,64.9,medium,high WFH,31-40
572,35,Other,Support Engineer,10.1,29.3,15.6,10.4,24.4,4,0,3.8,23.1,69.7,High,53.7,medium,low WFH,31-40
573,40,F,QA Tester,7.0,53.2,85.0,5.2,11.4,0,0,1.9,36.3,63.2,Medium,64.60000000000001,medium,high WFH,31-40
574,30,Male,Team Lead,11.6,43.9,72.6,6.2,16.2,1,3,1.1,37.4,76.8,High,60.099999999999994,high,high WFH,21-30
575,56,Male,Business Analyst,1.9,43.1,52.5,10.0,26.8,4,5,1.2,12.7,45.5,Medium,69.9,medium,medium WFH,51-60
576,55,F,Data Analyst,9.4,58.1,29.9,5.9,27.4,5,2,2.5,13.3,31.0,Medium,85.5,low,medium WFH,51-60
577,54,F,Team Lead,4.2,42.7,31.7,7.8,6.5,6,2,1.3,95.8,21.4,Medium,49.2,low,medium WFH,51-60
578,38,F,Business Analyst,12.8,67.7,67.1,3.9,1.3,1,1,3.4,61.4,55.7,Low,69.0,medium,high WFH,31-40
579,39,Male,Data Analyst,13.9,51.2,52.5,3.5,9.2,9,0,3.6,37.6,92.6,Medium,60.400000000000006,high,medium WFH,31-40
580,37,Male,Team Lead,14.9,61.3,72.6,6.3,20.9,8,0,2.5,44.1,44.4,Medium,82.19999999999999,medium,high WFH,31-40
581,33,F,Support Engineer,11.9,69.5,83.6,7.0,28.5,5,3,4.0,74.3,35.7,Medium,98.0,low,high WFH,31-40
582,34,M,Support Engineer,11.3,62.0,52.5,6.1,2.3,1,3,3.0,43.0,94.1,High,64.3,high,medium WFH,31-40
583,50,M,Product Manager,3.2,52.3,52.5,7.6,0.9,1,2,2.7,30.5,28.4,Low,53.199999999999996,low,medium WFH,41-50
584,20,Male,Software Engineer,5.0,77.3,17.5,7.1,26.5,2,0,3.0,19.2,24.1,Medium,103.8,low,low WFH,
585,22,Other,Product Manager,7.0,41.5,32.2,8.5,22.4,0,0,2.7,75.6,90.4,Low,63.9,high,medium WFH,21-30
586,35,M,HR Manager,11.6,51.2,97.4,7.0,29.8,8,4,4.9,26.3,76.1,Low,81.0,high,high WFH,31-40
587,42,Male,Product Manager,13.7,48.8,52.5,6.4,11.9,9,1,3.7,16.3,53.8,Medium,60.699999999999996,medium,medium WFH,41-50
588,30,M,Business Analyst,2.8,26.8,51.3,6.4,12.5,3,1,2.3,48.4,80.2,Low,39.3,high,medium WFH,21-30
589,31,Male,QA Tester,13.8,77.5,93.4,4.1,5.2,4,2,3.9,13.6,79.3,Medium,82.7,high,high WFH,31-40
590,29,Male,Team Lead,7.7,36.5,52.3,7.1,3.5,6,5,2.3,96.8,23.2,Low,40.0,low,medium WFH,21-30
591,51,Other,QA Tester,9.2,68.4,29.2,7.7,17.4,0,0,3.0,66.5,74.1,Low,85.80000000000001,high,medium WFH,51-60
592,35,M,Software Engineer,3.0,51.2,26.7,6.8,10.9,2,4,2.9,23.7,71.3,Low,62.1,high,medium WFH,31-40
593,27,Male,HR Manager,0.8,37.0,93.0,5.6,2.4,2,0,4.0,25.5,97.1,Low,39.4,high,high WFH,21-30
594,57,Male,Team Lead,8.5,59.2,17.2,7.0,26.6,1,3,2.5,61.3,97.3,High,85.80000000000001,high,low WFH,51-60
595,31,Male,Data Analyst,9.8,27.6,58.0,3.6,6.0,7,2,4.5,42.1,50.2,Medium,33.6,medium,medium WFH,31-40
596,43,Male,Business Analyst,3.2,51.2,55.6,10.3,22.5,4,5,2.5,79.7,67.2,High,73.7,medium,medium WFH,41-50
597,47,Other,HR Manager,8.3,25.8,74.0,3.2,8.5,0,1,2.4,59.1,31.3,Low,34.3,low,high WFH,41-50
598,27,Other,Support Engineer,12.8,75.7,49.9,10.7,24.4,1,0,5.0,49.0,25.3,Medium,100.1,low,medium WFH,21-30
599,47,Male,Software Engineer,12.5,78.7,27.2,6.7,3.6,0,5,2.9,96.7,54.6,Medium,82.3,medium,medium WFH,41-50
600,55,Male,HR Manager,13.9,37.2,16.9,6.3,22.7,5,2,4.2,45.2,75.2,Low,59.900000000000006,high,low WFH,51-60
